sentence,currency,sentiment
*DRAGHI: PROGRESS ON INFLATION HAS BEEN SUBSTANTIAL SO FAR,EUR,0
*DRAGHI: ECB CONFIDENT INFLATION CONVERGENCE WILL BE SUSTAINED,EUR,0
Up to Draghi to Halt Bunds' Head-Scratching Bounce: Markets Live,EUR,0
*DRAGHI: ECONOMIC MODERATION PARTLY DUE TO TEMPORARY FACTORS,EUR,0
Draghi Cites Progress on Inflation for Today's Decision: TOPLive,EUR,0
"*DRAGHI: SLOWDOWN COMPOUNDED BY UNCERTAINTY, SUPPLY CONSTRAINTS",EUR,-60
"*DRAGHI: DATA REMAIN CONSISTENT WITH SOLID, BROAD-BASED GROWTH",EUR,60
"*DRAGHI: PRIVATE SPENDING SUPPORTED BY JOB GAINS, GROWING WEALTH",EUR,60
*DRAGHI: BROAD-BASED GLOBAL GROWTH IMPETUS FOR EURO-AREA EXPORTS,EUR,0
*ECB SEES 2018 ECONOMIC GROWTH AT 2.1% VS. 2.4%,EUR,-60
*ECB SEES 2019 ECONOMIC GROWTH AT 1.9% VS. 1.9%,EUR,0
*ECB SEES 2010 ECONOMIC GROWTH AT 1.7% VS. 1.7%,EUR,0
*ECB CUTS 2018 EURO-AREA GDP GROWTH FORECAST TO 2.1% VS 2.4%,EUR,-60
*DRAGHI: RISKS TO EURO-AREA ECONOMIC OUTLOOK BROADLY BALANCED,EUR,0
*DRAGHI: GLOBAL RISKS HAVE BECOME MORE PROMINENT,EUR,-60
"*DRAGHI: CITES TRADE, PROTECTIONISM AS RISKS",EUR,0
*CORRECT: ECB SEES 2020 ECONOMIC GROWTH AT 1.7% VS. 1.7%,EUR,0
*DRAGHI: INFLATION TO HOVER AROUND CURRENT LEVEL FOR REST OF YR,EUR,0
*DRAGHI: UNDERLYING INFLATION REMAINS GENERALLY MUTED,EUR,0
*DRAGHI: UNCERTAINTY AROUND INFLATION IS RECEDING,EUR,0
*DRAGHI: UNDERLYING INFLATION TO RISE GRADUALLY OVER MEDIUM TERM,EUR,0
*DRAGHI: UNDERLYING INFLATION TO PICK UP AROUND END OF YEAR,EUR,0
*ECB SEES 2018 INFLATION AT 1.7% VS. 1.4%,EUR,0
*ECB SEES 2019 INFLATION AT 1.7% VS. 1.4%,EUR,0
*ECB SEES 2020 INFLATION AT 1.7% VS. 1.7%,EUR,0
*DRAGHI: INFLATION OUTLOOK REVISED MAINLY DUE TO OIL PRICES,EUR,0
"*ECB RAISES INFLATION FORECAST FOR 2018, 2019 TO 1.7% VS 1.4%",EUR,60
"ECB Cuts 2018 GDP Growth Forecast, Lifts Inflation Outlook",EUR,0
*DRAGHI: DECISIONS WILL ENSURE AMPLE DEGREE OF ACCOMMODATION,EUR,0
*DRAGHI: BROAD-BASED GROWTH CALLS FOR REBUILDING FISCAL BUFFERS,EUR,0
*DRAGHI: NEED MORE GROWTH FRIENDLY DESIGN OF PUBLIC FINANCES,EUR,0
SNB's Job Just Got a Little Harder on ECB Rates Pre-Commitment,EUR,0
*DRAGHI CALLS FOR DECISIVE STEPS TO COMPLETE BANKING UNION,EUR,0
*ECB'S GRAEFF: ECB WON'T COMMENT ON RIMSEVICS,EUR,0
Merkel Faces Party Revolt on Migration as German Crisis Flares,EUR,-60
Euro Falls to One-Week Low on Accommodative ECB Stance: TOPLive,EUR,-60
ECB Has Periphery's Back,EUR,0
*DRAGHI: ECB DIDN'T DISCUSS WHEN TO RAISE RATES,EUR,0
*DRAGHI: DON'T WANT TO UNDERPLAY EXISTING RISKS TO OUTLOOK,EUR,0
*DRAGHI: SOFT PATCH MAY LAST LONGER THAN IMPLIED IN FORECASTS,EUR,-60
*DRAGHI: SOFT PATCH CAN EXTEND INTO 2Q IN SOME COUNTRIES,EUR,-60
"Stocks Advance, Euro Declines on ECB Rates Signal: Markets Wrap",EUR,-60
*DRAGHI: UNDERLYING STRENGTH OF ECONOMY NOT CHANGED,EUR,0
*EUR TO FRESH LOW OF 1.1703 AFTER ECB'S DRAGHI COMMENTS ON RISKS,EUR,-60
Draghi Says ECB Didn't Discuss When to Raise Rates: TOPLive,EUR,0
*DRAGHI: ECB DIDN'T DISCUSS REINVESTMENT POLICY,EUR,0
*DRAGHI: COUNCIL HAD EXTENSIVE DISCUSSION ON ECONOMIC SITUATION,EUR,0
*DRAGHI: COUNCIL SAW REMARKABLE IMPROVEMENT IN INFLATION,EUR,60
Euro Falls as ECB Signals Rates to Be Frozen Through Summer 2019,EUR,-60
*DRAGHI: SEES SELF-SUSTAINED CONVERGENCE OF INFLATION TOWARD AIM,EUR,0
*DRAGHI: CONTINUED CONVERGENCE DEPENDENT ON OTHER POLICY PILLARS,EUR,0
*DRAGHI: DECISION WAS UNANIMOUS,EUR,0
*DRAGHI: APP TO REMAIN NORMAL INSTRUMENT OF ECB POLICY IN FUTURE,EUR,0
ECB's Unchanged 2020 Inflation View Gives Euro Bears More Fodder,EUR,0
*DRAGHI: ECB NOT TAKING SIDES IN LATVIA CENTRAL-BANK CONFLICT,EUR,0
*GERMAN CSU'S DOBRINDT SEES `SERIOUS SITUATION' OVER MIGRATION,EUR,0
"*DRAGHI: ECB HASN'T SEEN REDENOMINATION RISKS, CONTAGION",EUR,0
*DRAGHI REFERS TO ITALIAN YIELD SPIKE AS LOCAL EPISODE,EUR,0
*GERMAN CSU CAUCUS HEAD DOBRINDT COMMENTS TO REPORTERS IN BERLIN,EUR,0
"Stocks Advance, Euro Weakens on Dovish ECB Signal: Markets Wrap",EUR,-60
Euro Extends Loss After ECB Decision as Draghi Discusses Risks,EUR,-60
Euribors Get Extra Lift From Draghi's Liquidity Comment,EUR,0
Draghi Says Recent Italian Yield Spike Was a Local Episode,EUR,0
*DRAGHI: BOARD RESPONSIBILITIES UNCHANGED AFTER GUINDOS ARRIVAL,EUR,0
*DRAGHI: BOARD RESPONSIBILITIES MAY BE REASSIGNED AT LATER STAGE,EUR,0
*DRAGHI: ECB PROJECTIONS ONLY CONTAIN IMPLEMENTED TRADE MEASURES,EUR,0
*DRAGHI: TRADE TALKS MUST BE HELD IN KNOWN MULTI-LATERAL FORUM,EUR,0
*ECB FORECASTS ASSUME OIL PRICE OF $74.5/BARREL IN 2018,EUR,0
*ECB FORECASTS ASSUME OIL PRICE OF $73.5/BARREL IN 2019,EUR,0
*ECB FORECASTS ASSUME OIL PRICE OF $68.7/BARREL IN 2020,EUR,neutral
*ECB FORECASTS ASSUME EXCHANGE RATE OF $1.20 IN 2018,EUR,neutral
EUR Drops After ECB Rate Signal; WTI Oil Gains: Colombia Today,EUR,negative
"*ECB FORECASTS ASSUME EXCHANGE RATE OF $1.18 IN 2019, 2020",EUR,neutral
Revitalized EU Economy May Dent S&P 500,EUR,positive
PBOC Is Said to Ease Bank Capital Rule to Boost Loan Growth,CNY,positive
*ECB WILL REINVEST MATURING DEBT FOR AN EXTENDED PERIOD,EUR,negative
*ECB SAYS REINVESTMENTS TO LAST AS LONG AS NECESSARY,EUR,negative
*ECB AFFIRMS PLAN TO HALT NET ASSET PURCHASES AT END OF DECEMBER,EUR,positive
ECB to Keep Rates on Hold at Least Through Summer 2019: TOPLive,EUR,neutral
ECB Keeps to Policy Path as Specter of Trade War Recedes for Now,EUR,neutral
"ECB Watchers to Parse Draghi on Timing, Reinvestment, Trade",EUR,neutral
"With Funds Heading for Exit, Jokowi Turns to Tourism for Dollars",USD,neutral
Will Draghi Talk The Euro Down Today?,EUR,neutral
Market to Look for Any Draghi Hints on Hike Timing: Commerzbank,EUR,neutral
"Euro, Yields Keep Calm as Focus Turns to Draghi: Markets Live",EUR,neutral
ECB Keeps to Policy Path as Trade War Specter Fades for Now (1),EUR,neutral
*MNUCHIN SAYS CLOSELY MONITORING CHINESE CURRENCY: CNBC,CNY,positive
"Markets Await Draghi on Rates, Reinvestments, Trade: TOPLive",EUR,neutral
*U.S. CONTINUING JOBLESS CLAIMS AT 1.745MLN TWO WEEKS AGO,USD,neutral
"*U.S. INITIAL JOBLESS CLAIMS AT 217,000 LAST WEEK",USD,neutral
*U.S. JUNE ADVANCE RETAIL INVENTORIES LITTLE CHANGED,USD,neutral
*U.S. JUNE DURABLE GOODS ORDERS RISE 1%,USD,positive
*U.S. ADVANCED JUNE GOODS TRADE DEFICIT AT $68.3B,USD,neutral
*U.S. ADVANCE WHOLESALE INVENTORIES LITTLE CHANGED IN JUNE,USD,neutral
*U.S. JUNE DURABLE GOODS ORDERS EX-DEFENSE INCREASE 1.5%,USD,positive
*U.S. JUNE DURABLE GOODS ORDERS RISE 1%; EX-TRANS. UP 0.4%,USD,positive
*U.S. DURABLE GOODS INVENTORIES IN U.S. FELL 0.1% IN JUNE,USD,positive
*U.S. JUNE NON-DEFENSE CAPITAL GOODS ORDERS EX-AIR RISE 0.6%,USD,positive
"*U.S. TOTAL BENEFIT ROLLS DECREASE BY 8,000 TO 1.75 MILLION",USD,neutral
"*U.S. JOBLESS CLAIMS RISE 9,000 TO 217,000; EST. 215,000",USD,negative
*U.S. DURABLE GOODS ORDERS COMPARE WITH FORECAST OF 3% GAIN,USD,positive
"*U.S. FOUR-WEEK CLAIMS AVERAGE FALLS TO 218,000 FROM 220,750",USD,positive
"*U.S. AUTO ORDERS RISE 4.4%, MOST SINCE 2015, AFTER 4.5% DROP",USD,positive
Orders for U.S. Capital Equipment Rise for Third Straight Month,USD,positive
"*U.S. CORN OLD CROP EXPORT SALES 338,500 TONS LAST WEEK",USD,neutral
"*U.S. CORN TOTAL CROP EXPORT SALES 1,086,000 TONS LAST WEEK",USD,neutral
"*U.S. SOYBEAN TOTAL CROP EXPORT SALES 1,502,000 TONS LAST WEEK",USD,neutral
"*U.S. WHEAT TOTAL CROP EXPORT SALES 385,900 TONS LAST WEEK",USD,neutral
"*U.S. SOYBEAN OLD CROP EXPORT SALES 538,200 TONS LAST WEEK",USD,neutral
MARIO DRAGHI SPEAKS AT ECB NEWS CONF. IN FRANKFURT: LIVE <GO>,EUR,neutral
*U.S. JUNE WHOLESALE INVENTORIES WERE UNCHANGED,USD,neutral
*U.S. JUNE RETAIL INVENTORIES WERE UNCHANGED,USD,neutral
"*DRAGHI REITERATES ECB POLICY ON ASSET PURCHASES, REINVESTMENTS",EUR,neutral
*DRAGHI: UNCERTAINTY RELATED TO TRADE REMAIN PROMINENT,EUR,negative
"*DRAGHI: ECONOMY PROCEEDING ALONG SOLID, BROAD-BASED GROWTH PATH",EUR,positive
*DRAGHI: SIGNIFICANT MONETARY POLICY STIMULUS STILL NEEDED,EUR,negative
"*DRAGHI: QE STOCK, REINVESTMENTS, GUIDANCE PROVIDE STIMULUS",EUR,negative
U.S. June Advanced Goods Trade Deficit at $68.3b,USD,neutral
*DRAGHI: ECB READY TO ADJUST ALL INSTRUMENTS AS NEEDED,EUR,neutral
*CANADA AVERAGE EARNINGS ROSE 2.9% FROM YEAR EARLIER IN MAY,CAD,positive
*CANADA NON-FARM PAYROLLS ROSE 41.4K IN MAY TO 16.6 MLN,CAD,positive
"*DRAGHI: LATEST DATA STABILIZED, POINT TO ONGOING GROWTH",EUR,positive
*DRAGHI: LATEST DATA IN LINE WITH JUNE FORECASTS,EUR,neutral
*DRAGHI: ECB POLICY CONTINUES TO UNDERPIN DOMESTIC DEMAND,EUR,positive
*DRAGHI: GROWTH IN GLOBAL DEMAND TO BOLSTER EURO-AREA EXPORTS,EUR,positive
*DRAGHI: RISKS TO GROWTH OUTLOOK REMAIN BROADLY BALANCED,EUR,neutral
"*DRAGHI: GLOBAL UNCERTAINTY, THREAT OF PROTECTIONISM PROMINENT",EUR,negative
*DRAGHI: RISK OF HEIGHTENED MARKET VOLATILITY NEEDS MONITORING,EUR,negative
*DRAGHI: UNDERLYING INFLATION REMAINS GENERALLY MUTED,EUR,neutral
*DRAGHI: UNCERTAINTY AROUND INFLATION OUTLOOK IS RECEDING,EUR,neutral
*DRAGHI: UNDERLYING INFLATION TO PICK UP TOWARD END OF YEAR,EUR,positive
*DRAGHI: UNDERLYING INFLATION TO RISE GRADUALLY IN MEDIUM TERM,EUR,positive
*DRAGHI: ECB STIMULUS STRONGLY SUPPORTS BORROWING CONDITIONS,EUR,neutral
*DRAGHI: STRONG GROWTH CALLS FOR REBUILDING FISCAL BUFFERS,EUR,neutral
Draghi Sounds Happy,EUR,neutral
Euro Reverses Drop as ECB Chief Draghi Speaks on Inflation,EUR,positive
*DRAGHI: ECB DIDN'T DISCUSS REINVESTMENTS,EUR,neutral
*DRAGHI: ECB DOESN'T SEE NEED TO MODIFY GUIDANCE `AT THIS STAGE',EUR,neutral
*DRAGHI: EXCHANGE RATE ISN'T A POLICY TARGET,EUR,neutral
U.S. Merchandise-Trade Gap Widens for First Time in Four Months,USD,neutral
Draghi Says ECB Didn't Discuss Debt Reinvestments: TOPLive,EUR,neutral
*DRAGHI: EURO HAS APPRECIATE CONSIDERABLY OVER PAST 12-18 MONTHS,EUR,positive
Draghi Says Reinvestment Not Discussed; So We Can All Go Home,EUR,neutral
*DRAGHI: DIRECT EFFECTS OF IMPLEMENTED TARIFFS LIMITED,EUR,neutral
*DRAGHI: TRADE WAR WOULD CREATE ENTIRELY DIFFERENT CLIMATE,EUR,neutral
*DRAGHI: CAPITAL KEY REMAINS ECB'S ANCHOR FOR REINVESTMENTS,EUR,neutral
U.S. Capital-Equipment Orders Rise for Third Straight Month (1),USD,positive
Bund Yields Buoyed as Draghi Dodges Reinvestments: Markets Live,EUR,positive
"*DRAGHI: MID-TERM OUTLOOK FOR GROWTH, PRICES UNCHANGED FROM JUNE",EUR,neutral
*DRAGHI: SOME SLUGGISHNESS FROM 1Q CARRIED INTO 2Q,EUR,negative
*DRAGHI: SEE SOME ENCOURAGING SIGNS ON INFLATION,EUR,positive
*DRAGHI: TOO EARLY TO CALL VICTORY ON INFLATION,EUR,neutral
"*DRAGHI: ECB MUST BE PRUDENT, PATIENT, PERSISTENT ON POLICY",EUR,neutral
Draghi Sidestepping FX Comment Puts EUR on Back Foot,EUR,negative
*DRAGHI: MARKETS TIGHTLY ALIGNED WITH ECB RATE GUIDANCE,EUR,neutral
Draghi's Currency Comments Offer Little Barrier To Euro Rise,EUR,positive
Crowded Short Positioning Also Portends Euro Squeeze Higher,EUR,positive
*DRAGHI: LOOK FORWARD TO SUCCESSFUL COMPLETION OF GREEK PROGRAM,EUR,positive
*DRAGHI: ECB EXPRESSES SOLIDARITY TO GREEK PEOPLE ON FIRES,EUR,neutral
*ECB'S DRAGHI FINISHES PRESS CONFERENCE,EUR,neutral
Draghi: Look Forward to Successful Completion of Greek Program,EUR,positive
"Visa, Mastercard Fall as Pressure Mounts From Strong U.S. Dollar",USD,not relevant
U.S. Stocks Drop After Facebook Flop; Dollar Gains: Markets Wrap,USD,neutral
Hungary Censured as European Showdown Over Populism Takes Shape,EUR,neutral
ECB Says Working Group Has 3 Candidate Rates to Replace Eonia,EUR,neutral
*ECB WILL REINVEST MATURING DEBT FOR AN EXTENDED PERIOD,EUR,negative
*ECB TO KEEP RATES UNCHANGED AT LEAST THROUGH SUMMER OF 2019,EUR,negative
*ECB TO KEEP RATES UNCHANGED AS LONG AS NEEDED FOR INFLATION,EUR,negative
*ECB SAYS REINVESTMENTS TO LAST AS LONG AS NECESSARY,EUR,negative
*ECB ANTICIPATES TO END ASSET PURCHASES IN DECEMBER,EUR,positive
*ECB TO KEEP RATES UNCHANGED AT LEAST THROUGH SUMMER OF 2019,EUR,negative
*ECB ANTICIPATES TO END ASSET PURCHASES IN DECEMBER,EUR,positive
"Unchanged ECB Rates, Statement Turns Focus on Draghi",EUR,neutral
ECB Anticipates Ending Asset Purchases in December: TOPLive,EUR,positive
ECB Highlighting Downside Risks Would Support Bunds: ABN Amro,EUR,negative
ECB Is Unlikely to Waver in Face of Risks to Economic Growth: BE,EUR,neutral
Bank of England Upgrades Growth Forecast as Rates Kept Unchanged,GBP,positive
"Brexit, EM and Trade Wars Conspire to Keep BOE on Hold: BE",GBP,negative
"When Selling the Euro, Traders Wait Until Draghi Speaks",EUR,neutral
Euro Traders' Next Play All Depends on Draghi Tone: Markets Live,EUR,neutral
"Follow Draghi's Briefing on Decision, New Forecasts: TOPLive",EUR,neutral
MARIO DRAGHI SPEAKS AT ECB NEWS CONF. IN FRANKFURT: LIVE <GO>,EUR,neutral
*U.S. CONTINUING JOBLESS CLAIMS AT 1.696MLN TWO WEEKS AGO,USD,neutral
"*U.S. INITIAL JOBLESS CLAIMS AT 204,000 LAST WEEK",USD,neutral
"*U.S. JOBLESS CLAIMS FALL 1,000 TO 204,000; EST. 210,000",USD,positive
*U.S. AUG. CONSUMER PRICES RISE 0.2% M/M; CORE UP 0.1%,USD,positive
U.S. Jobless Claims Dip to 48-Year Low for Second Straight Week,USD,positive
"U.S. Core Inflation Unexpectedly Cools on Apparel, Medical Costs",USD,negative
*U.S. CONSUMER PRICES ROSE 0.2 % IN AUG.,USD,positive
*U.S. AUG. CONSUMER PRICES INCREASE 2.7 % FROM YEAR AGO,USD,positive
"*U.S. CORN OLD CROP EXPORT SALES 774,200 TONS LAST WEEK",USD,neutral
"*U.S. WHEAT TOTAL CROP EXPORT SALES 387,600 TONS LAST WEEK",USD,neutral
"*U.S. SOYBEAN OLD CROP EXPORT SALES 693,500 TONS LAST WEEK",USD,neutral
*DOLLAR FALLS AFTER U.S. CPI MISSES ESTIMATES,USD,negative
*DRAGHI: DATA BROADLY CONFIRM PREVIOUS ASSESSMENT,EUR,neutral
*DRAGHI: INFLATION CONVERGENCE TO CONTINUE EVEN AFTER QE END,EUR,neutral
"*DRAGHI: PROTECTIONISM, EMERGING MARKET TURMOIL HAS INCREASED",EUR,negative
*DRAGHI: SIGNIFICANT STIMULUS STILL NEEDED TO SUPPORT INFLATION,EUR,negative
*DRAGHI: ECB STANDS READY TO ADJUST ALL INSTRUMENTS IF NEEDED,EUR,neutral
"*DRAGHI: LATEST DATA POINT TO ONGOING, BROAD-BASED GROWTH",EUR,positive
*DRAGHI: POLICY MEASURES UNDERPIN DOMESTIC DEMAND,EUR,positive
"*DRAGHI: PRIVATE SPENDING HELPED BY JOB GROWTH, GROWING WEALTH",EUR,positive
*DRAGHI: GLOBAL DEMAND GROWTH WILL CONTINUE TO BOLSTER EXPORTS,EUR,positive
*ECB SEES 2018 ECONOMIC GROWTH AT 2% VS. 2.1% IN JUNE,EUR,negative
*ECB SEES 2019 ECONOMIC GROWTH AT 1.8% VS. 1.9% IN JUNE,EUR,negative
*ECB SEES 2020 ECONOMIC GROWTH AT 1.7% VS. 1.7% IN JUNE,EUR,neutral
*DRAGHI: DOWNWARD REVISIONS DUE TO WEAKER EXTERNAL DEMAND,EUR,negative
"*DRAGHI: TRADE, EM RISKS HAVE GAINED MORE PROMINENCE RECENTLY",EUR,negative
*DRAGHI: UNCERTAINTY AROUND INFLATION OUTLOOK IS RECEDING,EUR,positive
"*DRAGHI SAYS PROTECTIONISM, EMERGING RISKS GAINED PROMINENCE",EUR,negative
*DRAGHI: UNDERLYING INFLATION TO PICK UP TOWARD END OF YEAR,EUR,positive
*DRAGHI: UNDERLYING INFLATION TO RISE GRADUALLY IN MEDIUM TERM,EUR,positive
*ECB SEES 2018 INFLATION AT 1.7% VS. 1.7% IN JUNE,EUR,neutral
*ECB SEES 2019 INFLATION AT 1.7% VS. 1.7% IN JUNE,EUR,negative
*ECB SEES 2020 INFLATION AT 1.7% VS. 1.7% IN JUNE,EUR,negative
*DRAGHI: FULL ADHERENCE TO STRABILIY AND GROWTH PACT IS CRITICAL,EUR,neutral
Draghi Says Risks to Outlook Still Broadly Balanced: TOPLive,EUR,neutral
ECB's Better Inflation Prospects are Lifting the Euro,EUR,positive
*DRAGHI: EURO AREA HAS GROWN ABOVE POTENTIAL FOR SOME TIME,EUR,positive
*DRAGHI: ECB HAS SEEN CONVERGENCE IN INFLATION TOWARD AIM,EUR,positive
Dollar Slide on CPI Data Likely to Fade With Fed on Track: Saxo,USD,neutral
*DRAGHI: ECB CONFIDENT PRESENT POLICY STANCE CONSISTENT WITH AIM,EUR,neutral
*DRAGHI: HAVEN'T DISCUSSED REINVESTMENT STRATEGY,EUR,neutral
"*DRAGHI: HAVEN'T DISCUSSED OPERATION TWIST, MATURITIES",EUR,neutral
*DRAGHI: FINANCIAL MARKET IMPACT OF POLICY SHIFTS IS A RISK,EUR,neutral
Euro Eyes 1.1700 as ECB Risk Assessment Stays Balanced: ABN Amro,EUR,neutral
*DRAGHI: ECB STANDS READY TO WORK ON ENHANCING ROLE OF EURO,EUR,positive
Draghi Says ECB Sticking to QE Phase-Out Despite Slowing Growth,EUR,positive
Draghi Says ECB Confident Inflation to Return to Target: TOPLive,EUR,positive
"Protectionism, EM Also More Prominent in Driving EU Stocks",EUR,neutral
"*DRAGHI: HAVE TO AWAIT ITALY BUDGET LAW, PARLIAMENT DEBATE",EUR,neutral
U.S. Core Inflation Unexpectedly Cools as Apparel Costs Fall (1),USD,negative
*DRAGHI: HAVEN'T SEEN ANY CONTAGION FROM ITALY,EUR,neutral
*DRAGHI: ECB WELCOMES DECISION TO REPLACE EONIA WITH ESTER,EUR,neutral
"Macro Storylines Fray on CPI Miss, Draghi's Musings",EUR,negative
"Macro Storylines Fray on CPI Miss, Draghi Musings: Markets Live",EUR,negative
*DRAGHI: ALL ECB OFFICIALS SHARED ASSESSMENT OF RISK BALANCE,EUR,neutral
Draghi Ups Warning on High Debt Amid Italian Fiscal Tensions,EUR,negative
*DRAGHI: ECB PROJECTS SIGNIFICANTLY STRONGER CORE INFLATION,EUR,positive
*ECB FORECASTS ASSUME EURO EXCHANGE RATE OF $1.18 IN 2018,EUR,positive
"*ECB FORECASTS ASSUME EURO EXCHANGE RATE OF $1.14 IN 2019, 2020",EUR,negative
*ECB FORECASTS ASSUME OIL PRICE OF $71.5/BARREL IN 2018,EUR,neutral
*ECB FORECASTS ASSUME OIL PRICE OF $71.7/BARREL IN 2019,EUR,neutral
*ECB FORECASTS ASSUME OIL PRICE OF $69/BARREL IN 2020,EUR,neutral
Draghi Is Not His Usual (Dovish) Self,EUR,neutral
*FORMER SPAIN DEPUTY PM SAENZ DE SANTAMARIA QUITS POLITICS: EFE,EUR,neutral
*EU'S BARNIER: GETTING BREXIT DEAL IS `REALISTIC' IN 6-8 WEEKS,EUR,positive
"*U.K. ECONOMY EXPANDED 0.6% IN THIRD QUARTER, NIESR ESTIMATES",GBP,neutral
*MALTA'S PREMIER SAYS HE WON'T BE BULLIED BY ITALY ON MIGRATION,EUR,neutral
*MALTA'S MUSCAT SPEAKS IN INTERVIEW IN VALLETTA,EUR,neutral
*MALTA'S MUSCAT SAYS `NO DEAL LIMBO' ON BREXIT IS AN OPTION,EUR,negative
*MALTA PM MUSCAT: POST-BREXIT `LIMBO' IS `EVER MORE REALISTIC',EUR,negative
*ECB WILL BUY ASSETS WORTH EU15B/MONTH THROUGH DECEMBER,EUR,negative
*ECB TO KEEP RATES UNCHANGED AT LEAST THROUGH SUMMER OF 2019,EUR,negative
*ECB TO KEEP RATES UNCHANGED AS LONG AS NEEDED FOR INFLATION,EUR,negative
*ECB ANTICIPATES TO END ASSET PURCHASES IN DECEMBER,EUR,positive
*ECB WILL REINVEST FOR EXTENDED PERIOD AFTER NET BUYING ENDS,EUR,negative
*ECB WILL REINVEST MATURING DEBT FOR AS LONG AS NECESSARY,EUR,negative
*ECB TO KEEP RATES UNCHANGED AT LEAST THROUGH SUMMER OF 2019,EUR,negative
*ECB ANTICIPATES TO END ASSET PURCHASES IN DECEMBER,EUR,positive
"ECB Keeps Interest Rates Unchanged, Affirms Policy Guidance",EUR,neutral
ECB Anticipates End to Asset Purchases in December: TOPLive,EUR,positive
ECB Sticks to Plan to Rein in Stimulus Even as Outlook Darkens,EUR,positive
Unchanged ECB Rates Puts All Eyes on Draghi,EUR,neutral
No Language Tweak by ECB on Asset Purchases,EUR,neutral
ECB Sticks to Plan to Curb Stimulus Even on Darker Outlook (1),EUR,positive
*U.S. ADVANCE RETAIL INVENTORIES ROSE 0.1 % IN SEPT.,USD,negative
*U.S. ADVANCED SEPT. GOODS TRADE DEFICIT AT $76.0B,USD,neutral
*U.S. ADVANCE WHOLESALE INVENTORIES ROSE 0.3 % IN SEPT.,USD,negative
*U.S. SEPT. DURABLE GOODS ORDERS RISE 0.8%,USD,positive
*U.S. CONTINUING JOBLESS CLAIMS AT 1.636MLN TWO WEEKS AGO,USD,neutral
"*U.S. INITIAL JOBLESS CLAIMS AT 215,000 LAST WEEK",USD,neutral
"*U.S. JOBLESS CLAIMS RISE 5,000 TO 215,000, MATCHING EST.",USD,negative
*U.S. SEPT. NON-DEFENSE CAPITAL GOODS ORDERS EX-AIR FALL 0.1%,USD,negative
*U.S. SEPT. DURABLE GOODS ORDERS RISE 0.8%; EX-TRANS. UP 0.1%,USD,positive
U.S. Capital-Equipment Orders Fall for Second Consecutive Month,USD,negative
"*U.S. SOYBEAN OLD CROP EXPORT SALES 212,700 TONS LAST WEEK",USD,neutral
"*U.S. CORN OLD CROP EXPORT SALES 349,500 TONS LAST WEEK",USD,neutral
"*U.S. WHEAT TOTAL CROP EXPORT SALES 448,500 TONS LAST WEEK",USD,neutral
U.S. Sept. Advanced Goods Trade Deficit at $76b,USD,neutral
ECB'S DRAGHI BRIEFS PRESS ON POLICY IN FRANKFURT: LIVE <GO>,EUR,neutral
*U.S. SEPTEMBER GOODS-TRADE DEFICIT WIDENS TO RECORD $76.04 BLN,USD,negative
*DRAGHI: INCOMING INFORMATION SOMEWHAT WEAKER THAN EXPECTED,EUR,negative
"*DRAGHI: INCOMING DATA CONFIRM ONGOING, BROAD-BASED EXPANSION",EUR,positive
"*DRAGHI: PROTECTIONISM, EMERGING, FIN MARKETS REMAIN PROMINENT",EUR,negative
*DRAGHI: SIGNIFICANT STIMULUS STILL NEEDED FOR INFLATION,EUR,negative
*DRAGHI: ECB READY TO ADJUST ALL INSTRUMENTS AS NEEDED,EUR,neutral
*DRAGHI: STIMULUS CONTINUES TO UNDERPIN DOMESTIC DEMAND,EUR,positive
Draghi Says Incoming Data Has Been Weaker Than Expected: TOPLive,EUR,negative
*DRAGHI: SECTOR-SPECIFIC DEVELOPMENTS IMPACT GROWTH IN NEAR TERM,EUR,neutral
*DRAGHI: RISKS FROM PROTECTIONISM REMAIN PROMINENT,EUR,negative
"*DRAGHI: ALSO CITES EMERGING MARKETS, FINANCIAL TURMOIL AS RISKS",EUR,negative
U.S. Sept. Merchandise-Trade Gap Widens to Record $76 Billion,USD,negative
*DRAGHI: INFLATION TO HOVER AROUND CURRENT RATE FOR NEXT MONTHS,EUR,neutral
*DRAGHI: UNDERLYING INFLATION HAS INCREASED BUT REMAINS MUTED,EUR,neutral
*DRAGHI: UNDERLYING INFLATION TO PICK UP TOWARD END OF YEAR,EUR,positive
*DRAGHI: UNDERLYING INFLATION TO INCREASE OVER MEDIUM TERM,EUR,positive
*DRAGHI: REFORM IMPLEMENTATION MUST BE STEPPED UP SUBSTANTIALLY,EUR,positive
*DRAGHI: BROAD-BASED GROWTH CALLS FOR REBUILDING FISCAL BUFFERS,EUR,neutral
Euro Bulls Approve of Draghi's Balancing Act,EUR,positive
*DRAGHI: SOMEWHAT WEAKER MOMENTUM WAS ACKNOWLEDGED,EUR,neutral
"*DRAGHI: TALKING ABOUT WEAKER MOMENTUM, NOT DOWNTURN",EUR,neutral
Upbeat Draghi Not Giving the Dovish Message Some Expected,EUR,positive
*DRAGHI: SURVEY INDICATORS STILL ABOVE LONG-TERM AVERAGES,EUR,neutral
Draghi Not Sounding Dovish Enough for Euro Bears,EUR,neutral
"*DRAGHI: GERMAN CAR SECTOR HAS BIG IMPACT THIS QUARTER, NOT NEXT",EUR,neutral
"*DRAGHI CITES BREXIT, TRADE, ITALY AS RISKS",EUR,negative
